id,price,order_date,due_date,opt_date,delivery_date,cidade_origem_id,regiao_origem_id,cidade_destino_id,regiao_destino_id,peso
25,6.78,2022-02-23 20:35:05+00:00,2022-02-28 00:00:00,2022-02-24 00:51:57,2022-03-02 11:19:38,2,1,67,1,0.3
26,5.37,2022-02-23 20:35:19+00:00,2022-02-24 00:00:00,2022-02-23 20:55:08,2022-02-24 13:23:07,2,1,14,1,442
27,5.98,2022-02-23 20:34:59+00:00,2022-02-24 00:00:00,2022-02-23 20:24:05,2022-02-24 16:43:13,2,1,47,1,0.54
28,5.98,2022-02-11 13:33:31+00:00,2022-02-21 00:00:00,2022-02-17 16:02:08,2022-02-21 13:26:20,2,1,27,1,536
29,7.42,2022-02-23 20:36:41+00:00,2022-02-28 00:00:00,2022-03-02 11:12:54,2022-03-03 10:34:48,2,1,116,2,661
30,5.98,2022-02-23 20:36:41+00:00,2022-02-25 00:00:00,2022-02-24 08:48:06,2022-02-24 20:45:19,2,1,84,1,525
31,5.98,2022-02-23 20:34:59+00:00,2022-02-24 00:00:00,2022-02-24 11:12:23,2022-02-24 12:05:23,2,1,15,1,525
32,5.98,2022-02-11 13:36:39+00:00,2022-02-17 00:00:00,2022-02-16 20:35:42,2022-02-17 09:51:19,2,1,25,1,536
33,5.98,2022-02-11 13:22:43+00:00,2022-02-17 00:00:00,2022-02-19 08:05:32,2022-02-19 10:37:57,2,1,59,1,1045
34,6.95,2022-02-17 20:29:00+00:00,2022-02-21 00:00:00,2022-02-18 20:33:53,2022-02-21 10:15:13,1,1,25,1,0.35
35,7.55,2022-02-22 18:42:02+00:00,2022-02-25 00:00:00,2022-02-24 07:38:07,2022-02-24 19:33:29,1,1,69,1,0.2
36,6.75,2022-02-17 20:29:00+00:00,2022-02-21 00:00:00,2022-02-18 21:00:46,2022-02-19 09:54:56,1,1,2,1,0.6
37,11.7,2022-02-21 17:35:13+00:00,2022-02-25 00:00:00,2022-02-22 20:38:24,2022-02-25 13:19:56,1,1,25,1,6.4
38,7.55,2022-02-21 18:54:22+00:00,2022-02-23 00:00:00,2022-02-22 20:39:59,2022-02-23 18:08:08,1,1,88,1,0.3
39,12.35,2022-02-25 22:14:25+00:00,2022-03-03 00:00:00,2022-03-02 21:46:23,2022-03-03 14:53:45,1,1,2,1,8.8
40,08.05,2022-02-14 16:55:14+00:00,2022-02-16 00:00:00,2022-02-15 21:11:26,2022-02-16 16:43:50,1,1,7,1,2.8
41,6.95,2022-02-22 18:42:09+00:00,2022-02-24 00:00:00,2022-02-23 20:27:54,2022-02-24 11:43:10,1,1,25,1,0.1
42,10.95,2022-02-16 13:49:06+00:00,2022-02-18 00:00:00,2022-02-16 21:14:30,2022-02-18 12:13:25,1,1,6,1,6.38
43,7.4,2022-02-15 19:56:15+00:00,2022-02-17 00:00:00,2022-02-16 21:19:23,2022-02-17 16:15:16,1,1,22,1,1.36
44,7.55,2022-02-22 18:42:02+00:00,2022-02-25 00:00:00,2022-02-24 10:17:35,2022-02-25 23:15:03,1,1,27,1,0.4
45,27.53,2022-02-25 22:14:25+00:00,2022-03-03 00:00:00,2022-03-02 23:00:00,2022-03-03 08:46:12,1,1,6,1,22.16
46,6.75,2022-02-23 17:06:51+00:00,2022-02-25 00:00:00,2022-02-23 21:02:24,2022-02-25 13:20:20,1,1,2,1,0.35
47,6.75,2022-02-15 17:03:49+00:00,2022-02-17 00:00:00,2022-02-16 21:05:44,2022-02-17 17:51:30,1,1,2,1,0.05
48,7.55,2022-02-15 19:56:15+00:00,2022-02-17 00:00:00,2022-02-17 16:47:32,2022-02-18 17:21:26,1,1,19,1,0.22
49,6.75,2022-02-18 17:06:42+00:00,2022-02-22 00:00:00,2022-02-21 20:53:09,2022-02-22 14:33:43,1,1,18,1,0.6
50,6.75,2022-02-23 18:55:54+00:00,2022-02-25 00:00:00,2022-02-24 20:40:41,2022-02-25 10:38:06,1,1,2,1,1
51,6.95,2022-02-22 17:41:31+00:00,2022-03-04 00:00:00,2022-02-24 12:04:06,2022-03-03 20:24:24,1,1,15,1,0.35
52,7.65,2022-02-21 17:35:13+00:00,2022-02-24 00:00:00,2022-02-23 13:39:06,2022-02-24 10:31:59,1,1,121,1,1.68
53,6.75,2022-02-18 17:06:40+00:00,2022-02-22 00:00:00,2022-02-21 20:25:36,2022-02-22 11:00:15,1,1,2,1,0.35
54,6.95,2022-02-22 17:41:40+00:00,2022-02-24 00:00:00,2022-02-24 08:42:19,2022-02-24 13:00:31,1,1,1,1,0.3
55,6.75,2022-02-22 17:41:39+00:00,2022-02-24 00:00:00,2022-02-23 21:15:28,2022-02-24 16:04:55,1,1,2,1,0.8
56,6.75,2022-02-25 22:48:43+00:00,2022-03-03 00:00:00,2022-03-02 22:34:39,2022-03-03 13:07:24,1,1,2,1,0.55
57,7.4,2022-02-21 17:35:13+00:00,2022-02-23 00:00:00,2022-02-22 20:44:36,2022-02-23 16:24:48,1,1,2,1,1.8
58,6.75,2022-02-23 18:55:54+00:00,2022-03-04 00:00:00,2022-02-24 20:37:17,2022-03-03 14:34:24,1,1,2,1,0.6
59,6.75,2022-02-21 18:54:22+00:00,2022-02-23 00:00:00,2022-02-22 21:01:16,2022-02-23 13:44:29,1,1,2,1,0.35
60,9.5,2022-02-15 13:54:04+00:00,2022-02-17 00:00:00,2022-02-15 20:47:28,2022-02-17 16:06:53,1,1,2,1,4.1
61,6.95,2022-02-17 20:28:56+00:00,2022-02-21 00:00:00,2022-02-21 07:30:12,2022-02-21 09:03:12,1,1,97,1,0.55
62,6.95,2022-02-18 17:06:41+00:00,2022-02-22 00:00:00,2022-02-21 20:26:23,2022-02-22 09:43:44,1,1,25,1,0.35
63,6.75,2022-02-14 17:54:52+00:00,2022-02-16 00:00:00,2022-02-15 20:53:56,2022-02-16 09:09:53,1,1,6,1,0.1
64,12.5,2022-02-25 22:48:43+00:00,2022-03-03 00:00:00,2022-03-03 10:38:13,2022-03-04 23:40:25,1,1,15,1,8
65,6.75,2022-02-15 19:49:40+00:00,2022-02-21 00:00:00,2022-02-16 20:51:45,2022-02-17 19:25:15,1,1,2,1,0.45
66,6.75,2022-02-18 17:06:41+00:00,2022-02-22 00:00:00,2022-02-21 20:42:10,2022-02-22 10:27:31,1,1,2,1,0.7
67,6.95,2022-02-16 19:50:51+00:00,2022-02-18 00:00:00,2022-02-18 07:35:15,2022-02-18 13:11:57,1,1,21,1,0.7
68,6.75,2022-02-22 18:42:09+00:00,2022-02-24 00:00:00,2022-02-23 20:57:29,2022-02-24 10:26:08,1,1,18,1,0.36
69,6.75,2022-02-16 20:05:41+00:00,2022-02-18 00:00:00,2022-02-17 20:50:28,2022-02-18 11:21:37,1,1,2,1,0.16
70,6.95,2022-02-22 18:42:09+00:00,2022-02-24 00:00:00,2022-02-23 20:26:04,2022-02-24 14:08:08,1,1,25,1,0.36
71,6.75,2022-02-15 17:03:49+00:00,2022-02-17 00:00:00,2022-02-16 21:13:28,2022-02-17 08:54:38,1,1,13,1,0.75
72,6.75,2022-02-18 17:06:40+00:00,2022-03-04 00:00:00,2022-02-21 21:08:29,2022-03-10 13:50:46,1,1,6,1,0.5
73,6.95,2022-02-16 19:50:51+00:00,2022-02-18 00:00:00,2022-02-16 20:36:04,2022-02-18 10:17:13,1,1,25,1,0.55
74,7.55,2022-02-15 17:03:46+00:00,2022-02-18 00:00:00,2022-02-17 09:22:28,2022-02-22 08:33:41,1,1,10,1,0.4
75,6.75,2022-02-22 18:42:01+00:00,2022-02-24 00:00:00,2022-02-23 21:08:10,2022-02-24 12:55:45,1,1,2,1,0.28
76,9.5,2022-02-22 18:42:09+00:00,2022-02-25 00:00:00,2022-02-23 21:05:03,2022-02-24 11:33:32,1,1,9,1,4.48
77,6.95,2022-02-21 17:35:13+00:00,2022-02-23 00:00:00,2022-02-23 14:15:48,2022-02-23 18:36:52,1,1,61,1,0.7
78,7.55,2022-02-14 18:35:09+00:00,2022-02-16 00:00:00,2022-02-16 12:24:32,2022-02-16 12:32:23,1,1,19,1,0.06
79,6.95,2022-02-15 17:03:45+00:00,2022-02-17 00:00:00,2022-02-17 15:01:22,2022-02-17 15:18:13,1,1,15,1,0.1
80,7.55,2022-02-16 19:50:58+00:00,2022-02-18 00:00:00,2022-02-18 09:51:27,2022-02-18 17:26:22,1,1,19,1,0.3
81,6.95,2022-02-14 18:52:43+00:00,2022-02-16 00:00:00,2022-02-16 09:49:11,2022-02-17 15:06:02,1,1,24,1,0.85
82,6.95,2022-02-22 17:41:31+00:00,2022-02-24 00:00:00,2022-02-24 08:54:26,2022-02-24 23:12:06,1,1,24,1,1
83,12.35,2022-02-24 13:47:01+00:00,2022-02-28 00:00:00,2022-02-25 21:54:06,2022-02-28 09:57:21,1,1,2,1,8.58
84,6.75,2022-02-15 17:03:46+00:00,2022-02-17 00:00:00,2022-02-16 21:05:39,2022-02-17 16:43:53,1,1,2,1,0.4
85,6.75,2022-02-16 20:05:41+00:00,2022-02-18 00:00:00,2022-02-17 20:56:03,2022-02-18 11:26:30,1,1,22,1,0.68
86,7.55,2022-02-17 20:28:56+00:00,2022-02-28 00:00:00,2022-02-22 09:22:13,2022-03-04 17:41:38,1,1,92,1,0.6
87,10.15,2022-02-15 17:16:45+00:00,2022-02-17 00:00:00,2022-02-16 20:52:17,2022-02-22 10:19:22,1,1,28,1,5.16
88,10.15,2022-02-25 22:48:43+00:00,2022-03-03 00:00:00,2022-03-02 21:34:39,2022-03-03 17:25:23,1,1,18,1,5.1
89,10.15,2022-02-14 19:44:10+00:00,2022-02-16 00:00:00,2022-02-15 21:12:31,2022-02-16 11:40:57,1,1,2,1,5.92
90,6.95,2022-02-21 18:54:22+00:00,2022-02-23 00:00:00,2022-02-22 20:38:06,2022-02-23 20:46:02,1,1,25,1,0.05
91,8.4,2022-02-15 13:54:04+00:00,2022-02-17 00:00:00,2022-02-17 07:47:50,2022-02-17 14:18:46,1,1,21,1,2.75
92,6.75,2022-02-21 18:54:22+00:00,2022-02-23 00:00:00,2022-02-22 21:16:29,2022-02-23 12:26:12,1,1,6,1,0.35
93,09.05,2022-02-14 18:35:09+00:00,2022-02-16 00:00:00,2022-02-15 21:01:45,2022-02-16 18:24:36,1,1,8,1,4.6
94,6.75,2022-02-18 17:06:42+00:00,2022-02-22 00:00:00,2022-02-21 21:12:18,2022-02-22 10:28:41,1,1,2,1,0.35
95,6.75,2022-02-23 18:55:53+00:00,2022-02-25 00:00:00,2022-02-24 20:40:41,2022-02-25 09:43:36,1,1,2,1,0.18
96,7.65,2022-02-16 20:05:37+00:00,2022-02-18 00:00:00,2022-02-18 07:15:47,2022-02-18 08:40:05,1,1,35,1,1.8
97,6.75,2022-02-17 20:28:56+00:00,2022-02-22 00:00:00,2022-02-18 21:02:05,2022-02-19 11:51:12,1,1,9,1,0.3
98,6.75,2022-02-18 17:06:40+00:00,2022-02-22 00:00:00,2022-02-21 21:01:17,2022-02-22 08:32:44,1,1,2,1,0.35
99,7.55,2022-02-15 19:49:40+00:00,2022-02-17 00:00:00,2022-02-18 15:23:28,2022-02-18 16:17:52,1,1,23,1,0.45
100,7.4,2022-02-15 17:16:45+00:00,2022-02-17 00:00:00,2022-02-16 20:50:46,2022-02-17 17:50:35,1,1,2,1,1.32
101,11.7,2022-02-22 16:44:23+00:00,2022-02-24 00:00:00,2022-02-24 09:24:53,2022-02-24 15:13:59,1,1,1,1,6.68
102,6.95,2022-02-22 18:42:09+00:00,2022-02-24 00:00:00,2022-02-24 11:27:00,2022-02-24 16:07:08,1,1,24,1,0.1
103,12.73,2022-02-22 18:42:09+00:00,2022-02-24 00:00:00,2022-02-23 20:56:44,2022-02-24 13:22:37,1,1,8,1,9.52
104,13.25,2022-02-14 18:52:43+00:00,2022-02-17 00:00:00,2022-02-17 15:01:09,2022-02-19 11:07:03,1,1,17,1,7.4
105,7.4,2022-02-14 17:54:52+00:00,2022-02-24 00:00:00,2022-02-15 21:00:34,2022-02-24 16:18:00,1,1,2,1,1.45
106,6.75,2022-02-16 20:05:37+00:00,2022-02-18 00:00:00,2022-02-17 20:51:06,2022-02-18 10:59:15,1,1,2,1,0.36
107,6.75,2022-02-14 18:35:09+00:00,2022-02-16 00:00:00,2022-02-15 20:47:33,2022-02-16 10:11:12,1,1,2,1,0.38
108,6.75,2022-02-21 18:54:22+00:00,2022-02-24 00:00:00,2022-02-22 21:17:08,2022-02-23 10:50:55,1,1,80,1,0.35
109,6.95,2022-02-21 18:54:22+00:00,2022-02-23 00:00:00,2022-02-23 09:20:26,2022-02-23 11:36:56,1,1,24,1,0.75
110,7.71,2022-02-22 14:09:07+00:00,2022-02-23 00:00:00,2022-02-23 11:01:22,2022-02-23 16:32:34,3,1,37,1,0.75
111,8.98,2022-02-16 15:02:18+00:00,2022-02-17 00:00:00,2022-02-17 15:01:30,2022-02-18 21:33:26,3,1,15,1,1.25
112,7.71,2022-02-23 14:03:30+00:00,2022-02-24 00:00:00,2022-02-24 09:45:59,2022-02-24 13:24:06,3,1,15,1,0.75
113,7.71,2022-02-16 15:02:17+00:00,2022-02-17 00:00:00,2022-02-16 20:36:22,2022-02-17 16:53:46,3,1,102,1,0.75
114,8.26,2022-02-25 14:09:33+00:00,2022-02-28 00:00:00,2022-02-27 18:41:10,2022-02-28 15:36:06,3,1,2,1,1.15
115,7.62,2022-02-16 16:20:53+00:00,2022-02-17 00:00:00,2022-02-16 21:05:15,2022-02-17 16:18:15,3,1,2,1,0.8
116,07.06,2022-02-23 16:03:47+00:00,2022-02-24 00:00:00,2022-02-23 20:56:20,2022-02-24 15:56:34,3,1,14,1,0.75
117,6.47,2022-02-22 13:09:04+00:00,2022-02-23 00:00:00,2022-02-22 21:07:28,2022-02-23 14:50:29,3,1,14,1,0.5
118,07.06,2022-02-21 16:50:07+00:00,2022-02-22 00:00:00,2022-02-21 21:13:15,2022-02-22 11:19:50,3,1,2,1,0.6
119,07.06,2022-02-14 15:48:52+00:00,2022-02-15 00:00:00,2022-02-14 21:31:21,2022-02-15 15:27:51,3,1,2,1,0.75
120,07.06,2022-02-24 05:42:07+00:00,2022-02-25 00:00:00,2022-02-24 20:36:35,2022-02-25 09:37:40,3,1,110,1,0.75
121,07.06,2022-02-16 16:35:38+00:00,2022-02-17 00:00:00,2022-02-16 20:52:46,2022-02-17 18:28:55,3,1,2,1,0.75
122,8.3,2022-02-24 05:42:06+00:00,2022-02-25 00:00:00,2022-02-24 20:33:58,2022-02-25 11:18:18,3,1,25,1,1
123,8.3,2022-02-21 16:06:03+00:00,2022-02-22 00:00:00,2022-02-22 07:33:29,2022-02-22 16:21:46,3,1,31,1,0.95
124,6.47,2022-02-16 16:20:53+00:00,2022-02-17 00:00:00,2022-02-16 21:19:55,2022-02-17 16:02:52,3,1,18,1,0.5
125,7.62,2022-02-15 14:08:00+00:00,2022-02-16 00:00:00,2022-02-15 21:28:13,2022-02-16 11:55:05,3,1,2,1,0.8
126,7.71,2022-02-24 17:32:31+00:00,2022-02-25 00:00:00,2022-02-24 20:32:50,2022-02-25 11:50:55,3,1,102,1,0.75
127,8.13,2022-02-17 17:21:21+00:00,2022-02-18 00:00:00,2022-02-18 11:03:33,2022-02-18 12:36:24,3,1,23,1,0.75
128,7.71,2022-02-16 15:02:16+00:00,2022-02-17 00:00:00,2022-02-17 07:15:59,2022-02-17 16:50:00,3,1,31,1,0.75
129,8.98,2022-02-21 16:06:04+00:00,2022-02-22 00:00:00,2022-02-22 10:15:01,2022-02-24 11:19:17,3,1,24,1,1.25
130,07.06,2022-02-23 16:41:44+00:00,2022-02-24 00:00:00,2022-02-23 21:11:56,2022-02-24 14:37:34,3,1,2,1,0.75
131,8.3,2022-02-24 13:15:32+00:00,2022-02-25 00:00:00,2022-02-24 20:34:34,2022-02-25 10:25:09,3,1,25,1,1
132,07.06,2022-02-16 15:42:00+00:00,2022-02-17 00:00:00,2022-02-16 21:16:14,2022-02-17 13:21:20,3,1,13,1,0.75
133,7.62,2022-02-23 16:41:41+00:00,2022-02-24 00:00:00,2022-02-23 21:15:01,2022-02-24 14:49:28,3,1,2,1,1
134,07.06,2022-02-22 14:09:07+00:00,2022-02-23 00:00:00,2022-02-22 21:04:57,2022-02-23 16:37:59,3,1,2,1,0.75
135,8.98,2022-02-14 19:07:21+00:00,2022-02-16 00:00:00,2022-02-16 08:48:34,2022-02-16 11:56:59,3,1,1,1,1.25
136,7.71,2022-02-16 15:02:16+00:00,2022-02-17 00:00:00,2022-02-17 08:55:59,2022-02-18 13:27:07,3,1,1,1,0.75
137,7.71,2022-02-22 14:43:33+00:00,2022-02-23 00:00:00,2022-02-23 14:15:48,2022-02-23 18:36:00,3,1,61,1,0.75
138,8.3,2022-02-22 15:39:39+00:00,2022-02-24 00:00:00,2022-02-22 20:40:18,2022-02-23 13:58:42,3,1,30,1,1
139,8.98,2022-02-22 13:41:42+00:00,2022-02-23 00:00:00,2022-02-23 08:00:05,2022-02-23 17:26:57,3,1,31,1,1.25
140,7.71,2022-02-14 14:25:33+00:00,2022-02-15 00:00:00,2022-02-15 07:29:23,2022-02-15 12:54:55,3,1,21,1,0.75
141,07.06,2022-02-21 16:50:07+00:00,2022-02-22 00:00:00,2022-02-21 20:44:21,2022-02-22 12:38:12,3,1,2,1,0.75
142,8.98,2022-02-23 15:23:11+00:00,2022-02-24 00:00:00,2022-02-24 12:04:07,2022-02-24 18:34:38,3,1,15,1,1.25
143,7.71,2022-02-24 16:23:26+00:00,2022-02-25 00:00:00,2022-02-25 08:37:52,2022-02-25 10:40:54,3,1,21,1,0.75
144,7.71,2022-02-14 15:48:52+00:00,2022-02-15 00:00:00,2022-02-14 20:40:47,2022-02-15 14:51:53,3,1,30,1,0.75
145,07.06,2022-02-24 13:43:36+00:00,2022-02-25 00:00:00,2022-02-24 21:06:43,2022-02-25 10:12:24,3,1,2,1,0.75
146,7.62,2022-02-23 16:41:41+00:00,2022-02-24 00:00:00,2022-02-23 21:03:37,2022-02-24 10:07:12,3,1,2,1,1
147,7.71,2022-02-21 14:42:58+00:00,2022-02-22 00:00:00,2022-02-21 20:28:09,2022-02-22 09:45:37,3,1,30,1,0.75
148,7.71,2022-02-14 17:07:51+00:00,2022-02-15 00:00:00,2022-02-15 07:29:00,2022-02-15 15:41:47,3,1,31,1,0.75
149,7.71,2022-02-15 09:15:15+00:00,2022-02-16 00:00:00,2022-02-16 10:05:20,2022-02-16 17:26:54,3,1,56,1,0.75
150,7.71,2022-02-17 18:38:33+00:00,2022-02-18 00:00:00,2022-02-18 09:02:27,2022-02-18 15:23:04,3,1,56,1,0.75
151,7.71,2022-02-21 16:06:03+00:00,2022-02-22 00:00:00,2022-02-22 10:15:01,2022-02-24 11:18:24,3,1,24,1,0.75
152,6.47,2022-02-24 14:36:31+00:00,2022-02-24 00:00:00,2022-02-27 18:41:46,2022-02-28 12:38:35,3,1,2,1,1
153,7.71,2022-02-16 22:40:51+00:00,2022-02-18 00:00:00,2022-02-18 10:17:46,2022-02-23 15:46:39,3,1,24,1,0.75
154,7.71,2022-02-23 15:43:27+00:00,2022-02-24 00:00:00,2022-02-23 20:24:47,2022-02-24 14:06:43,3,1,47,1,0.75
155,8.98,2022-02-16 16:20:53+00:00,2022-02-17 00:00:00,2022-02-17 16:56:40,2022-02-17 20:42:40,3,1,37,1,1.25
156,07.06,2022-02-14 16:17:20+00:00,2022-02-15 00:00:00,2022-02-14 21:11:59,2022-02-15 11:07:25,3,1,2,1,0.75
157,8.26,2022-02-16 16:20:53+00:00,2022-02-17 00:00:00,2022-02-16 20:49:55,2022-02-18 13:03:12,3,1,46,1,1.75
158,7.71,2022-02-22 07:40:48+00:00,2022-02-23 00:00:00,2022-02-23 09:20:28,2022-02-23 18:08:04,3,1,24,1,0.75
159,7.71,2022-02-22 13:41:42+00:00,2022-02-23 00:00:00,2022-02-23 07:57:59,2022-02-23 12:16:04,3,1,50,1,0.75
160,07.06,2022-02-17 16:48:07+00:00,2022-02-18 00:00:00,2022-02-17 21:09:55,2022-02-18 12:08:07,3,1,2,1,0.75
161,07.06,2022-02-23 12:23:53+00:00,2022-02-24 00:00:00,2022-02-23 21:19:14,2022-02-24 14:38:38,3,1,2,1,0.75
162,8.13,2022-02-22 00:42:14+00:00,2022-02-23 00:00:00,2022-02-24 06:09:13,2022-02-26 23:32:46,3,1,23,1,0.75
163,07.06,2022-02-16 17:15:30+00:00,2022-02-17 00:00:00,2022-02-16 20:51:49,2022-02-17 16:59:04,3,1,2,1,0.75
164,7.71,2022-02-23 13:41:05+00:00,2022-02-24 00:00:00,2022-02-24 08:17:53,2022-02-24 15:08:47,3,1,1,1,0.75
165,07.06,2022-02-24 12:17:51+00:00,2022-02-25 00:00:00,2022-02-24 20:58:08,2022-02-25 14:54:04,3,1,2,1,0.75
166,07.06,2022-02-24 15:22:28+00:00,2022-02-25 00:00:00,2022-02-24 21:01:11,2022-02-25 16:00:18,3,1,2,1,0.75
167,8.98,2022-02-23 17:32:43+00:00,2022-02-24 00:00:00,2022-02-24 07:35:26,2022-02-24 16:40:02,3,1,31,1,1.75
168,07.06,2022-02-22 12:43:22+00:00,2022-02-23 00:00:00,2022-02-22 21:23:48,2022-02-23 13:04:54,3,1,2,1,0.75
169,7.71,2022-02-15 12:46:58+00:00,2022-02-16 00:00:00,2022-02-16 07:20:50,2022-02-16 12:42:12,3,1,21,1,0.75
170,7.71,2022-02-16 16:20:51+00:00,2022-02-17 00:00:00,2022-02-16 20:36:22,2022-02-17 16:27:58,3,1,30,1,0.75
171,7.71,2022-02-24 06:09:51+00:00,2022-02-25 00:00:00,2022-02-25 11:04:19,2022-02-25 16:21:42,3,1,37,1,0.75
172,6.47,2022-02-22 15:19:45+00:00,2022-02-23 00:00:00,2022-02-22 21:06:43,2022-02-23 16:02:50,3,1,18,1,0.5
173,07.06,2022-02-17 12:04:59+00:00,2022-02-18 00:00:00,2022-02-17 20:50:12,2022-02-18 11:44:33,3,1,11,1,0.75
174,07.06,2022-02-16 15:02:18+00:00,2022-02-17 00:00:00,2022-02-16 20:52:22,2022-02-17 18:49:56,3,1,2,1,0.75
175,8.98,2022-02-14 15:48:52+00:00,2022-02-15 00:00:00,2022-02-14 20:35:54,2022-02-15 10:51:09,3,1,47,1,1.25
176,7.71,2022-02-14 13:40:20+00:00,2022-02-15 00:00:00,2022-02-14 20:35:53,2022-02-15 10:55:37,3,1,47,1,0.75
177,7.62,2022-02-16 15:02:17+00:00,2022-02-17 00:00:00,2022-02-16 20:56:55,2022-02-17 14:17:47,3,1,2,1,1
178,9.46,2022-02-21 13:49:07+00:00,2022-02-22 00:00:00,2022-02-22 20:47:13,2022-03-03 11:07:47,3,1,59,1,1.25
179,8.3,2022-02-21 18:47:02+00:00,2022-02-22 00:00:00,2022-02-21 20:25:11,2022-02-22 14:31:05,3,1,47,1,1
180,07.06,2022-02-22 13:41:42+00:00,2022-02-23 00:00:00,2022-02-22 21:18:11,2022-02-23 13:54:38,3,1,29,1,0.75
181,6.47,2022-02-22 13:41:42+00:00,2022-02-25 00:00:00,2022-02-22 21:21:29,2022-03-03 23:03:20,3,1,2,1,0.4
182,07.06,2022-02-14 17:41:56+00:00,2022-02-15 00:00:00,2022-02-14 21:03:45,2022-02-15 12:05:39,3,1,2,1,0.75
183,8.26,2022-02-24 16:23:26+00:00,2022-02-25 00:00:00,2022-02-24 21:22:24,2022-02-25 09:31:10,3,1,2,1,1.15
184,7.71,2022-02-23 16:03:47+00:00,2022-02-24 00:00:00,2022-02-24 07:35:56,2022-02-24 10:10:04,3,1,35,1,0.75
185,07.06,2022-02-21 15:43:59+00:00,2022-02-22 00:00:00,2022-02-21 20:46:05,2022-02-22 12:15:35,3,1,2,1,0.75
186,7.71,2022-02-14 13:40:20+00:00,2022-02-15 00:00:00,2022-02-14 20:40:47,2022-02-15 11:07:10,3,1,102,1,0.75
187,07.06,2022-02-14 15:48:52+00:00,2022-02-15 00:00:00,2022-02-14 21:09:55,2022-02-15 14:33:21,3,1,2,1,0.75
